_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
18345,299,844204,Delta Alternative Sr School,,EP,Toronto District School Board,301 Montrose Ave,English Public,844204,301,Montrose Ave,301 Montrose Ave,M6G 3G9,former Toronto,Toronto,Montrose Public School,102001,1144176,301,,,,4013,311330.022,4835196.422,43.6586901688,-79.41884696300001,POINT (-79.41884372082571 43.65868158522481)
18346,300,507023,Denlow Public School,,EP,Toronto District School Board,50 Denlow Blvd,English Public,507023,50,Denlow Blvd,50 Denlow Blvd,M3B 1P7,North York,Toronto,Denlow Public School,102001,441685,50,,,,5371,315719.328,4844884.966,43.7458480917,-79.3642309643,POINT (-79.36422772509455 43.74583949343868)
18347,301,10313238,Dennis Avenue Community School,,EP,Toronto District School Board,17 Dennis Ave,English Public,10313238,17,Dennis Ave,17 Dennis Ave,M6N 2T7,York,Toronto,Dennis Avenue Community School,102001,10313197,17,,,,551,305809.14,4838052.723,43.6844281201,-79.4872895867,POINT (-79.48728631659762 43.68441953988937)
18348,302,507241,Derrydown Public School,,EP,Toronto District School Board,120 Derrydown Rd,English Public,507241,120,Derrydown Rd,120 Derrydown Rd,M3J 1R7,North York,Toronto,Derrydown Public School,102001,440361,120,,,,5376,305290.82899999997,4846303.702,43.7586985269,-79.4937134612,POINT (-79.49371018039724 43.75868992668309)
18349,303,9246319,Deutsche Schule Toronto,,PR,,980 Dufferin St,Priv,9246319,980,Dufferin St,980 Dufferin St,M6H 4B4,former Toronto,Toronto,Kent Senior Public School,102001,14018250,980,,,,557,310015.30600000004,4835196.295,43.6586995451,-79.4351466868,POINT (-79.43514343927627 43.65869096885778)
18350,304,6523008,Dewson Street Jr Public School,,EP,Toronto District School Board,65 Concord Ave,English Public,6523008,65,Concord Ave,65 Concord Ave,M6H 2N9,former Toronto,Toronto,Dewson Street Public School,102001,14018391,65,,,,3208,310867.184,4834959.063,43.6565576496,-79.4245879346,POINT (-79.42458468763616 43.65654907352092)
18351,305,6208971,Diefenbaker Elementary School,,EP,Toronto District School Board,175 Plains Rd,English Public,6208971,175,Plains Rd,175 Plains Rd,M4J 2R2,East York,Toronto,Diefenbaker Elementary School,102001,6208972,175,,,,290,318314.75,4839248.28,43.695068120600006,-79.3321471584,POINT (-79.33214393524545 43.69505953120607)
18352,306,767657,Discovering Minds Montessori,,PR,,74 Bathurst St,Priv,767657,74,Bathurst St,74 Bathurst St,M5V 2P5,former Toronto,Toronto,,112001,1146640,74,,,,436,312633.255,4833455.467,43.6430080581,-79.4027142802,POINT (-79.40271104645699 43.64299948017734)
18353,307,1037664,Dixon Grove Jr Middle School,,EP,Toronto District School Board,315 The Westway,English Public,1037664,315,The Westway,315 The Westway,M9R 1H1,Etobicoke,Toronto,Dixon Grove Junior Middle School,102001,909200,315,,,,2606,300273.027,4838086.411,43.6847177512,-79.5559579304,POINT (-79.55595463814932 43.6847091669298)
18354,308,9963097,Don Bosco Catholic Secondary School,,ES,Toronto Catholic District School Board,2 St Andrews Blvd,English Separate,9963097,2,St Andrews Blvd,2 St Andrews Blvd,M9R 1V8,Etobicoke,Toronto,Don Bosco,102004,9963096,2,,,,2511,300749.67600000004,4839970.024,43.7016745871,-79.55005945069999,POINT (-79.55005615909849 43.70166600034047)
18355,309,568398,Don Mills Collegiate Institute,,EP,Toronto District School Board,15 The Donway E,English Public,568398,15,The Donway E,15 The Donway E,M3C 1X6,North York,Toronto,Don Mills Collegiate Institute,102002,443123,15,,,,6881,317730.955,4843790.911,43.7359678834,-79.3392803758,POINT (-79.33927714740094 43.73595928816565)
18356,310,508045,Don Mills LINC,,EP,Toronto District School Board,1470 Don Mills Rd,English Public,508045,1470,Don Mills Rd,1470 Don Mills Rd,M3B 2X9,North York,Toronto,,104008,441121,1470,,,,100,317046.538,4845707.011,43.7532267809,-79.3477334041,POINT (-79.34773017436041 43.75321818097961)
18357,311,568400,Don Mills Middle School,,EP,Toronto District School Board,17 The Donway E,English Public,568400,17,The Donway E,17 The Donway E,M3C 1X6,North York,Toronto,Don Mills Middle School - Building Grounds,102001,443123,17,,,,6881,317637.675,4843889.9969999995,43.736852768999995,-79.340432799,POINT (-79.34043279516014 43.73685276657339)
18358,312,578489,Don Valley Academy Secondary School,,PR,,4576 Yonge St,Priv,578489,4576,Yonge St,4576 Yonge St,M2N 6N4,North York,Toronto,,104008,440623,4576,,,,4733,312023.923,4846020.828,43.7561176624,-79.4100991271,POINT (-79.41009587763607 43.75610906029047)
18359,313,10906428,Don Valley Middle School,,EP,Toronto District School Board,3100 Don Mills Rd,English Public,10906428,3100,Don Mills Rd,3100 Don Mills Rd,M2J 3C3,North York,Toronto,Don Valley Junior High School,102001,10906429,3100,,,,100,316456.834,4849740.404,43.789541513900005,-79.3549698034,POINT (-79.35496656186271 43.78953290627938)
18360,314,513470,Donview Middle Health and Wellness Academy,,EP,Toronto District School Board,20 Evermede Dr,English Public,513470,20,Evermede Dr,20 Evermede Dr,M3A 2S3,North York,Toronto,Donview Middle School,102001,439470,20,,,,5540,318356.05100000004,4846928.194,43.7641963209,-79.33144153319999,POINT (-79.33143830687058 43.76418771973835)
18361,315,343751,Donwood Park Jr Public School - Highbrook Campus,,EP,Toronto District School Board,39 Highbrook Dr,English Public,343751,39,Highbrook Dr,39 Highbrook Dr,M1P 3L2,Scarborough,Toronto,,102001,30107363,39,,,,8098,323915.837,4846219.196,43.757683979,-79.262411175,POINT (-79.26241117731111 43.7576839841561)
18362,316,328292,Donwood Park Jr Public School - Main Building,,EP,Toronto District School Board,61 Dorcot Ave,English Public,328292,61,Dorcot Ave,61 Dorcot Ave,M1P 3K5,Scarborough,Toronto,Donwood Park Public School,102001,109362,61,,,,7764,323919.769,4846140.808999999,43.7569869147,-79.2623683219,POINT (-79.26236511495489 43.75697831221626)
18363,317,30114303,Dora Education Centre,,PR,,3333 Bayview Ave,Priv,30114303,3333,Bayview Ave,3333 Bayview Ave,M2K 1G4,North York,Toronto,,115001,11485139,3333,,,,24,313418.582,4850019.761,43.792088973999995,-79.39271295,POINT (-79.39271294829378 43.79208897723399)
18364,318,309262,Dorset Park Public School,,EP,Toronto District School Board,28 Blaisdale Rd,English Public,309262,28,Blaisdale Rd,28 Blaisdale Rd,M1P 1V6,Scarborough,Toronto,Dorset Park Public School,102001,109925,28,,,,7374,322512.807,4845385.592,43.750223553400005,-79.2798651782,POINT (-79.27986197376049 43.75021494606593)
18365,319,6619920,Dovercourt Jr Public School,,EP,Toronto District School Board,228 Bartlett Ave,English Public,6619920,228,Bartlett Ave,228 Bartlett Ave,M6H 3G4,former Toronto,Toronto,Dovercourt Public School,102001,14234587,228,,,,2952,309963.32,4836089.973999999,43.6667441922,-79.4357822098,POINT (-79.43577895406452 43.66673561055796)
18366,320,10154479,Downsview Public School,,EP,Toronto District School Board,2829 Keele St,English Public,10154479,2829,Keele St,2829 Keele St,M3M 2G7,North York,Toronto,Downsview Public School,102001,10154475,2829,,,,703,306199.23,4843240.274,43.7311224379,-79.4824390645,POINT (-79.48243579597764 43.7311138437024)
18367,321,525550,Downsview Secondary School,,EP,Toronto District School Board,7 Hawksdale Rd,English Public,525550,7,Hawksdale Rd,7 Hawksdale Rd,M3K 1W3,North York,Toronto,Downsview Secondary School,102002,443858,7,,,,5805,306423.059,4843160.544,43.730404344499995,-79.4796608833,POINT (-79.47965760721 43.73039575062928)
18368,322,8351468,Downtown Alternative School,,EP,Toronto District School Board,85 Lower Jarvis St,English Public,8351468,85,Lower Jarvis St,85 Lower Jarvis St,M5E 1R8,former Toronto,Toronto,Downtown Alternative Junior School,102001,8351467,85,,,,9348,315237.929,4833985.365,43.6477447189,-79.37041888,POINT (-79.37041565132455 43.64773613318528)
18369,323,14620874,Downtown Montessori School - City Place,,PR,,335 Bremner Blvd,Priv,14620874,335,Bremner Blvd,335 Bremner Blvd,M5V 3V4,former Toronto,Toronto,,101003,30075794,335,,,,11078,313505.447,4833184.521000001,43.64055071,-79.391904571,POINT (-79.39190457736584 43.64055071523801)
18370,324,7791859,Downtown Montessori School - Coatsworth,,PR,,11 Coatsworth Cres,Priv,7791859,11,Coatsworth Cres,11 Coatsworth Cres,M4C 5P8,former Toronto,Toronto,,100002,7791832,11,,,,10215,319209.196,4837481.659,43.6791496968,-79.3210977217,POINT (-79.32109451019612 43.67914110884525)
18371,325,20078637,Downtown Montessori School - Infinity Place,,PR,,26 Grand Trunk Cres,Priv,20078637,26,Grand Trunk Cres,26 Grand Trunk Cres,M5J 3A9,former Toronto,Toronto,,101003,14621076,26,,,,18047,314241.45399999997,4833346.11,43.642004292399996,-79.382782541,POINT (-79.3827793088283 43.64199571446797)
18372,326,10598283,Downtown Montessori School - Simcoe Place,,PR,,200 Front St W,Priv,10598283,200,Front St W,200 Front St W,M5V 3K2,former Toronto,Toronto,,115001,10598276,200,,,,3472,314018.791,4833668.652,43.6449103221,-79.3855368173,POINT (-79.38553358580744 43.64490174484694)
18373,327,10560819,Downtown Vocal Music Academy of Toronto,,EP,Toronto District School Board,96 Denison Ave,English Public,10560819,96,Denison Ave,96 Denison Ave,M5T 1E4,former Toronto,Toronto,Ryerson Community School Jr. & Sr.,102001,10560820,96,,,,3287,312638.15,4834368.877,43.651229126000004,-79.40263990359999,POINT (-79.40263666119444 43.6512205443026)
18374,328,11048083,Dr Marion Hilliard Sr Public School,,EP,Toronto District School Board,280 Washburn Way,English Public,11048083,280,Washburn Way,280 Washburn Way,M1B 2P3,Scarborough,Toronto,Dr Marion Hilliard Senior Public School,102001,11048082,280,,,,9193,326925.771,4851339.181,43.803694693599994,-79.2248250313,POINT (-79.2248218322885 43.8036860800068)
18375,329,3070250,Dr Norman Bethune Collegiate Institute,,EP,Toronto District School Board,200 Fundy Bay Blvd,English Public,3070250,200,Fundy Bay Blvd,200 Fundy Bay Blvd,M1W 3G1,Scarborough,Toronto,Overcomers Christian Fellowship Church,109001,3065529,200,,,,7938,319311.544,4852260.07,43.8121707571,-79.3194316359,POINT (-79.31942840894251 43.81216214010576)
18376,330,7273971,Drewry Secondary School,,EP,Toronto District School Board,70 Drewry Ave,English Public,7273971,70,Drewry Ave,70 Drewry Ave,M2M 1C8,North York,Toronto,Drewry Secondary School,102002,14128642,70,,,,5435,311125.42100000003,4849449.796,43.786990077,-79.42121694640001,POINT (-79.42121368721605 43.78698147325061)
18377,331,509370,Driftwood Public School,,EP,Toronto District School Board,265 Driftwood Ave,English Public,509370,265,Driftwood Ave,265 Driftwood Ave,M3N 2N6,North York,Toronto,Driftwood Public School,102001,30077880,265,,,,5437,303565.488,4846733.283,43.762555706,-79.515137692,POINT (-79.51513768793805 43.76255571022077)
18378,332,485548,Dublin Heights Elementary and Middle School,,EP,Toronto District School Board,100 Bainbridge Ave,English Public,485548,100,Bainbridge Ave,100 Bainbridge Ave,M3H 2K2,North York,Toronto,Dublin Heights Elementary and Ms,102001,441419,100,,,,4862,308994.331,4845239.244,43.749105286,-79.4477281725,POINT (-79.44772491536898 43.7490966857741)
18379,333,578489,Duke Academy Secondary School,,PR,,4576 Yonge St,Priv,578489,4576,Yonge St,4576 Yonge St,M2N 6N4,North York,Toronto,,104008,440623,4576,,,,4733,312023.923,4846020.828,43.7561176624,-79.4100991271,POINT (-79.41009587763607 43.75610906029047)
18380,334,6362823,Duke of Connaught Jr and Sr Public School,,EP,Toronto District School Board,70 Woodfield Rd,English Public,6362823,70,Woodfield Rd,70 Woodfield Rd,M4L 2W6,former Toronto,Toronto,Duke Of Connaught Ps Jr & Sr.,102001,14022648,70,,,,4712,319135.751,4836065.398,43.666403137799996,-79.32204622229999,POINT (-79.32204300329842 43.66639455452467)
18381,335,7576813,Dundas Jr Public School,,EP,Toronto District School Board,935 Dundas St E,English Public,7576813,935,Dundas St E,935 Dundas St E,M4M 1R4,former Toronto,Toronto,Dundas Junior Public School,102001,14047337,935,,,,3334,316987.983,4835581.598999999,43.662077745,-79.348686332,POINT (-79.34868632763242 43.66207774655075)
18382,336,9963196,Dunlace Public School,,EP,Toronto District School Board,20 Dunlace Dr,English Public,9963196,20,Dunlace Dr,20 Dunlace Dr,M2L 2S1,North York,Toronto,Dunlace Public School,102001,30058051,20,,,,5459,315222.773,4846730.584,43.762459426999996,-79.370357324,POINT (-79.37035732921183 43.76245942498159)
18383,337,6624483,Earl Beatty Jr and Sr Public School,,EP,Toronto District School Board,55 Woodington Ave,English Public,6624483,55,Woodington Ave,55 Woodington Ave,M4C 3J6,former Toronto,Toronto,Earl Beatty Public School,102001,6624492,55,,,,395,319169.57399999996,4838245.578,43.6860266146,-79.32156884770001,POINT (-79.3215656268442 43.68601802565322)
18384,338,6355066,Earl Grey Sr Public School,,EP,Toronto District School Board,100 Strathcona Ave,English Public,6355066,100,Strathcona Ave,100 Strathcona Ave,M4J 1G8,former Toronto,Toronto,Earl Grey Senior Public School,102001,14022315,100,,,,4496,317691.09,4837219.062,43.6768138796,-79.3399325066,POINT (-79.33992928978088 43.67680528966101)
18385,339,799259,Earl Haig Public Schoold,,EP,Toronto District School Board,15 Earl Haig Ave,English Public,799259,15,Earl Haig Ave,15 Earl Haig Ave,M4C 1E2,former Toronto,Toronto,Earl Haig Junior Public School,102001,1140005,15,,,,3349,319196.103,4837724.967,43.681340039700004,-79.3212536875,POINT (-79.32125046753178 43.68133145305143)
18386,340,3310442,Earl Haig Secondary School,,EP,Toronto District School Board,100 Princess Ave,English Public,3310442,100,Princess Ave,100 Princess Ave,M2N 3R7,North York,Toronto,Earl Haig Secondary School,102002,3310436,100,,,,6470,312242.32300000003,4847513.121,43.769547923800005,-79.4073667466,POINT (-79.40736349712999 43.76953932580675)
18387,341,572032,Early Years Education System School,,PR,,3000 Victoria Park Ave,Priv,572032,3000,Victoria Park Ave,3000 Victoria Park Ave,M2J 4Y2,North York,Toronto,,100002,106049,3000,,,,370,318300.734,4850053.318,43.7923267755,-79.3320509885,POINT (-79.33204775481816 43.79231816999061)
18388,342,774626,East Alternative School of Toronto,,EP,Toronto District School Board,21 Boultbee Ave,English Public,774626,21,Boultbee Ave,21 Boultbee Ave,M4J 1A7,former Toronto,Toronto,Blake Street Public School,102001,1141613,21,,,,3038,317809.321,4836663.949,43.6718149548,-79.3384794702,POINT (-79.33847625008319 43.67180636896359)
18389,343,7846533,East York Alternative Secondary School,,EP,Toronto District School Board,670 Cosburn Ave,English Public,7846533,670,Cosburn Ave,670 Cosburn Ave,M4C 2V2,East York,Toronto,Alternative High School Programme,102002,7846484,670,,,,70,318866.787,4839241.853999999,43.694999943,-79.3252988606,POINT (-79.32529563952295 43.69499135531451)
18390,344,7794431,East York Collegiate Institute,,EP,Toronto District School Board,650 Cosburn Ave,English Public,7794431,650,Cosburn Ave,650 Cosburn Ave,M4C 2V2,East York,Toronto,East York Collegiate Institute,102002,7794416,650,,,,70,318701.035,4839187.887,43.6945173227,-79.3273565499,POINT (-79.32735333647052 43.69450872714707)
18391,345,808480,Eastdale Collegiate Institute,,EP,Toronto District School Board,701 Gerrard St E,English Public,808480,701,Gerrard St E,701 Gerrard St E,M4M 1Y4,former Toronto,Toronto,Eastdale Collegiate Institute,102002,1142671,701,,,,3495,316976.51,4836009.154,43.6659351531,-79.3488221413,POINT (-79.3488189225485 43.66592657017884)
18392,346,9655671,Eastern Canada High School,,PR,,175 Rexdale Blvd,Priv,9655671,175,Rexdale Blvd,175 Rexdale Blvd,M9W 1P7,Etobicoke,Toronto,,115001,9655658,175,,,,2361,299105.88800000004,4840974.491,43.710706098,-79.5704654843,POINT (-79.5704621807091 43.71069751645795)
18393,347,395203,Eastview Jr Public School,,EP,Toronto District School Board,20 Waldock St,English Public,395203,20,Waldock St,20 Waldock St,M1E 2E5,Scarborough,Toronto,Eastview Junior Public School,102001,109224,20,,,,9177,329638.49199999997,4846391.103999999,43.7590712689,-79.1913384782,POINT (-79.19133529370308 43.75906265790941)
18394,348,1028895,Eatonville Jr School,,EP,Toronto District School Board,15 Rossburn Dr,English Public,1028895,15,Rossburn Dr,15 Rossburn Dr,M9C 2P7,Etobicoke,Toronto,Eatonville Junior School,102001,912398,15,,,,2406,299378.086,4832932.035,43.638316525200004,-79.56700570779999,POINT (-79.56700241701026 43.63830795178202)
18395,349,308915,Edgewood Public School,,EP,Toronto District School Board,230 Birkdale Rd,English Public,308915,230,Birkdale Rd,230 Birkdale Rd,M1P 3S4,Scarborough,Toronto,Edgewood Public School,102001,30029983,230,,,,7367,323639.277,4847176.2530000005,43.766305458000005,-79.265812032,POINT (-79.26581203390346 43.76630545761847)
18396,350,800621,Eglinton Jr Public School,,EP,Toronto District School Board,223 Eglinton Ave E,English Public,800621,223,Eglinton Ave E,223 Eglinton Ave E,M4P 1L1,former Toronto,Toronto,Eglinton Junior Public School,102001,1138255,223,,,,125,313580.997,4840667.437,43.707912336999996,-79.3908500704,POINT (-79.39084683031686 43.70790374647551)
18397,351,14199314,Eglinton LINC and ESL Centre,,EP,Toronto District School Board,90 Eglinton Ave E,English Public,14199314,90,Eglinton Ave E,90 Eglinton Ave E,M4P 2Y3,former Toronto,Toronto,,115001,1138300,90,,,,125,313173.809,4840635.505,43.707629561400005,-79.39590295810001,POINT (-79.39589972148903 43.70762096836481)
18398,352,20141250,Eitz Chaim Hebrew Boys School - Patricia Campus,,PR,,475 Patricia Ave,Priv,20141250,475,Patricia Ave,475 Patricia Ave,M2R 2N1,North York,Toronto,Eitz Chaim Day School,102008,7156868,475,,,,6386,309259.215,4849095.978999999,43.7838191179,-79.4444073881,POINT (-79.44440411919156 43.78381051852768)
18399,353,572137,Eitz Chaim Hebrew Girls School - Viewmount Campus,,PR,,1 Viewmount Ave,Priv,572137,1,Viewmount Ave,1 Viewmount Ave,M6B 1T2,North York,Toronto,Synagogue,109001,445982,1,,,,7007,310562.295,4840910.786,43.710132871899994,-79.428304731,POINT (-79.42830147675828 43.71012428512141)
18400,354,7560936,Elder Tree Montessori School,,PR,,46 Mimico Ave,Priv,7560936,46,Mimico Ave,46 Mimico Ave,M8V 1R1,Etobicoke,Toronto,,112001,7560915,46,,,,2119,305470.033,4830183.853999999,43.6135977019,-79.4915046399,POINT (-79.49150137568465 43.61358912886999)
